序号,效力层级,法规名称,发布机关,文号,发布/现行版本日期,时效性,适用范围,来源,来源URL
1382,司法案例,航天彩虹无人机股份有限公司、齐某某劳动争议一审民事调解书,,FBMCLI.C.121125680,,民事调解书,航天彩虹无人机股份有限公司、齐某某劳动争议,司法案例,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc475c394e8f3c2fdf60637cf51ca9ee
1383,司法案例,航天彩虹无人机股份有限公司与依索(苏州)合成材料有限公司买卖合同纠纷执行裁定书,,FBMCLI.C.112125092,,执行裁定书,航天彩虹无人机股份有限公司与依索(苏州)合成材料有限公司买卖合同纠纷,司法案例,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc44dc1b89fe7a391f1a724c90433e
1384,司法案例,航天彩虹无人机股份有限公司与依索(苏州)合成材料有限公司买卖合同纠纷执行裁定书,,FBMCLI.C.313275625,,执行裁定书,航天彩虹无人机股份有限公司与依索(苏州)合成材料有限公司买卖合同纠纷,司法案例,https://www.pkulaw.com/pfnl/c05aeed05a57db0a45c1befc8e5e8bad7362da297b0
1385,司法案例,苏国泽与广东澄星无人机股份有限公司、陈加华民间借贷纠纷一审民事判决书,,FBMCLI.C.86545210,,民事判决书,苏国泽与广东澄星无人机股份有限公司、陈加华民间借贷纠纷,司法案例,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc41ed802f2e962179a0af17c7dd79f
1386,司法案例,茵德斯工业设计（宁波）有限公司与宁波派丽肯无人机有限公司委托合同纠纷一审民事裁定书,,FBMCLI.C.115892872,,民事裁定书,茵德斯工业设计（宁波）有限公司与宁波派丽肯无人机有限公司委托合同纠纷,司法案例,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc47af040c2d8ac2c1fc4075d6bb3d8
1387,司法案例,萝北县凤翔镇中盈无人机经销站、单衍君买卖合同纠纷民事二审民事判决书,,FBMCLI.C.418944676,,民事判决书,萝北县凤翔镇中盈无人机经销站、单衍君买卖合同纠纷民事,司法案例,https://www.pkulaw.com/pfnl/95b2ca8d4055fce158577a2f67b29cb6a9f7e3a387a0
1388,司法案例,萝北县凤翔镇中盈无人机经销站与单某君买卖合同纠纷申请再审案,,FBMCLI.C.551895508,,,萝北县凤翔镇中盈无人机经销站与单某君买卖合同纠纷申请再审案,司法案例,https://www.pkulaw.com/pfnl/08df102e7c10f206378c1e7f3b3ae942b9545347ba3c
1389,司法案例,葛继刚与吴春生、许昌鼎昂无人机科技有限公司股权转让纠纷一审民事判决书,,FBMCLI.C.523242208,,民事判决书,葛继刚与吴春生、许昌鼎昂无人机科技有限公司股权转让纠纷,司法案例,https://www.pkulaw.com/pfnl/08df102e7c10f206ad330af75043c6231af0d728e8b8
1390,司法案例,蒋开平周华等与李建重庆乐禾无人机有限公司合同纠纷二审民事判决书,,FBMCLI.C.313826683,,民事判决书,蒋开平周华等与李建重庆乐禾无人机有限公司合同纠纷,司法案例,https://www.pkulaw.com/pfnl/c05aeed05a57db0ac765006eeaaf4aaa6b726d4bd74
1391,司法案例,蒙城县庄子进出口贸易有限公司、蒙城县黄赛无人机有限公司买卖合同纠纷一审民事裁定书,,FBMCLI.C.318397881,,民事裁定书,蒙城县庄子进出口贸易有限公司、蒙城县黄赛无人机有限公司买卖合同纠纷,司法案例,https://www.pkulaw.com/pfnl/c05aeed05a57db0a02aa1a2742b0f6da050f30e197a
1392,司法案例,蒙城县庄子进出口贸易有限公司、蒙城县黄赛无人机有限公司买卖合同纠纷一审民事裁定书,,FBMCLI.C.318408009,,民事裁定书,蒙城县庄子进出口贸易有限公司、蒙城县黄赛无人机有限公司买卖合同纠纷,司法案例,https://www.pkulaw.com/pfnl/c05aeed05a57db0a8fb73791a63868859f3fcbecc5cb
1393,司法案例,蒙城县庄子进出口贸易有限公司、蒙城县黄赛无人机有限公司等民间借贷纠纷民事一审民事判决书,,FBMCLI.C.407864250,,民事判决书,蒙城县庄子进出口贸易有限公司、蒙城县黄赛无人机有限公司等民间借贷纠纷民事,司法案例,https://www.pkulaw.com/pfnl/95b2ca8d4055fce1d71daf3eb68ccbd6d5f7b3d29a20
1394,司法案例,蒙城县庄子进出口贸易有限公司与蒙城县黄赛无人机有限公司、广州黄赛航空科技有限公司买卖合同纠纷一审民事裁定书,,FBMCLI.C.318397797,,民事裁定书,蒙城县庄子进出口贸易有限公司与蒙城县黄赛无人机有限公司、广州黄赛航空科技有限公司买卖合同纠纷,司法案例,https://www.pkulaw.com/pfnl/c05aeed05a57db0a255142f7fdc58b05e8f02fb02375
1395,司法案例,蒙城县黄赛无人机有限公司、广东黄赛航空科技有限公司等民间借贷纠纷民事二审民事判决书,,FBMCLI.C.407648099,,民事判决书,蒙城县黄赛无人机有限公司、广东黄赛航空科技有限公司等民间借贷纠纷民事,司法案例,https://www.pkulaw.com/pfnl/95b2ca8d4055fce1a5629627a392db9edaff928ea865
1396,司法案例,蓝牛仔影像（北京）有限公司与武汉无人机之家信息技术有限公司著作权权属、侵权纠纷一审民事裁定书,,FBMCLI.C.89160649,,民事裁定书,蓝牛仔影像（北京）有限公司与武汉无人机之家信息技术有限公司著作权权属、侵权纠纷,司法案例,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc431306304b2835dcf7200b268d87
1397,司法案例,虎林市德盛农机有限公司、黑龙江慈航农用无人机科技有限公司买卖合同纠纷首次执行执行裁定书,,FBMCLI.C.502713125,,执行裁定书,虎林市德盛农机有限公司、黑龙江慈航农用无人机科技有限公司买卖合同纠纷首次执行,司法案例,https://www.pkulaw.com/pfnl/08df102e7c10f2063f1c22437dbc47c888d784214819
1398,司法案例,虎林市德盛农机有限公司、黑龙江慈航农用无人机科技有限公司合同纠纷二审民事裁定书,,FBMCLI.C.322226456,,民事裁定书,虎林市德盛农机有限公司、黑龙江慈航农用无人机科技有限公司合同纠纷,司法案例,https://www.pkulaw.com/pfnl/c05aeed05a57db0a127a2741657e66743e87f9ed6b8
1399,司法案例,虎林市极飞农业机械植保无人机、郑楠买卖合同纠纷二审民事判决书,,FBMCLI.C.322494217,,民事判决书,虎林市极飞农业机械植保无人机、郑楠买卖合同纠纷,司法案例,https://www.pkulaw.com/pfnl/c05aeed05a57db0abfe31514bd8b8607a55ef140a18
1400,司法案例,虎林市极飞农业机械植保无人机与孙艳禹劳务合同纠纷,,FBMCLI.C.112212256,,,虎林市极飞农业机械植保无人机与孙艳禹劳务合同纠纷,司法案例,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc41905706d326c347ebda42f28842
1401,司法案例,虎林市极飞农业机械植保无人机劳务合同纠纷首次执行执行通知书,,FBMCLI.C.418923019,,通知书,虎林市极飞农业机械植保无人机劳务合同纠纷首次执行执行,司法案例,https://www.pkulaw.com/pfnl/95b2ca8d4055fce1f3c3d943c99ddaff0521422bf7951
1402,司法案例,融通农业发展（武汉）有限责任公司、大荔县绿濛濛无人机植保专业合作社等租赁合同纠纷财产保全执行执行通知书,,FBMCLI.C.545730341,,通知书,融通农业发展（武汉）有限责任公司、大荔县绿濛濛无人机植保专业合作社等租赁合同纠纷财产保全执行执行,司法案例,https://www.pkulaw.com/pfnl/08df102e7c10f2068d78bd4b391d6cbcb6100fca7bc3
1403,司法案例,衡水张丽物业服务有限公司与衡水钛灵盾无人机技术有限公司服务合同纠纷一审民事裁定书,,FBMCLI.C.119900200,,民事裁定书,衡水张丽物业服务有限公司与衡水钛灵盾无人机技术有限公司服务合同纠纷,司法案例,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc46ebc48cbb6b579041c23b9c27d0
1404,司法案例,衡水惠企融资担保有限公司与衡水钛灵盾无人机技术有限公司、上海钛灵盾无人机技术有限公司民间借贷纠纷一审民事判决书,,FBMCLI.C.314795364,,民事判决书,衡水惠企融资担保有限公司与衡水钛灵盾无人机技术有限公司、上海钛灵盾无人机技术有限公司民间借贷纠纷,司法案例,https://www.pkulaw.com/pfnl/c05aeed05a57db0a2c918027a48c3e4f03a77d185c2
1405,司法案例,衡水钛灵盾无人机技术有限公司、上海钛灵盾无人机技术有限公司民间借贷纠纷二审民事裁定书,,FBMCLI.C.314786722,,民事裁定书,衡水钛灵盾无人机技术有限公司、上海钛灵盾无人机技术有限公司民间借贷纠纷,司法案例,https://www.pkulaw.com/pfnl/c05aeed05a57db0a37886ddaa1ee5b7c69170ae2fdf
1406,司法案例,袁早丰、北航富羽无人机（深圳）有限公司劳动争议民事一审民事判决书,,FBMCLI.C.404277112,,民事判决书,袁早丰、北航富羽无人机（深圳）有限公司劳动争议民事,司法案例,https://www.pkulaw.com/pfnl/95b2ca8d4055fce184900184cff587b4ddfa341916e0
1407,司法案例,西南无人机科技有限公司、泸州市江阳区佳誉机械厂承揽合同纠纷首次执行执行通知书,,FBMCLI.C.417728617,,通知书,西南无人机科技有限公司、泸州市江阳区佳誉机械厂承揽合同纠纷首次执行执行,司法案例,https://www.pkulaw.com/pfnl/95b2ca8d4055fce12018873578287d4fa64872f23c75
1408,司法案例,西安天鸽无人机技术服务有限公司;中图智维数字科技(陕西)有限公司服务合同纠纷一审民事裁定书,,FBMCLI.C.578227261,,民事裁定书,中图智维数字科技(陕西)有限公司服务合同纠纷 | 涉诉企业:西安天鸽无人机技术服务有限公司,司法案例,https://www.pkulaw.com/pfnl/c7ed112b8012f816b4a9eac3c252468efa712c09e6a
1409,司法案例,西安天鸽无人机技术服务有限公司与河南爬山虎科技有限公司、朱配富服务合同纠纷一审民事调解书,,FBMCLI.C.552781713,,民事调解书,西安天鸽无人机技术服务有限公司与河南爬山虎科技有限公司、朱配富服务合同纠纷,司法案例,https://www.pkulaw.com/pfnl/08df102e7c10f2063701c4b8d13462d166ee5cb23a4
1410,司法案例,西安方荣石化科技有限公司、陕西大秦无人机技术应用有限公司申请诉前财产保全非诉财产保全审查民事裁定书,,FBMCLI.C.502048469,,民事裁定书,西安方荣石化科技有限公司、陕西大秦无人机技术应用有限公司申请诉前财产保全非诉财产保全审查,司法案例,https://www.pkulaw.com/pfnl/08df102e7c10f20691ee5301a85ed5f02d2edfc50bf5
1411,司法案例,西安某无人机技术服务有限公司;西安某科技有限公司合同纠纷一审民事裁定书,,FBMCLI.C.576405347,,民事裁定书,西安某科技有限公司合同纠纷 | 涉诉企业:西安某无人机技术服务有限公司,司法案例,https://www.pkulaw.com/pfnl/c7ed112b8012f8168f33faa9fca27892a6e360d3127b
1412,司法案例,西安爱生无人机技术有限公司、济南嘉禾瑞丰科技开发有限公司买卖合同纠纷民事一审民事裁定书,,FBMCLI.C.405715113,,民事裁定书,西安爱生无人机技术有限公司、济南嘉禾瑞丰科技开发有限公司买卖合同纠纷民事,司法案例,https://www.pkulaw.com/pfnl/95b2ca8d4055fce1530c6844c8db1d53688c6d09146
1413,司法案例,西安爱生无人机技术有限公司与国家知识产权局其他一审行政判决书,,FBMCLI.C.96688177,,行政判决书,西安爱生无人机技术有限公司与国家知识产权局其他,司法案例,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc44a96f60ce31df7205e0409e83ca
1414,司法案例,许小东、成都睿翼无人机科技有限公司租赁合同纠纷再审审查与审判监督民事裁定书,,FBMCLI.C.105310655,,民事裁定书,许小东、成都睿翼无人机科技有限公司租赁合同纠纷再审审查与审判监督,司法案例,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc487d0f49a0aeb0308cc554b432d3
1415,司法案例,许小东、成都睿翼无人机科技有限公司租赁合同纠纷再审民事判决书,,FBMCLI.C.309671770,,民事判决书,许小东、成都睿翼无人机科技有限公司租赁合同纠纷,司法案例,https://www.pkulaw.com/pfnl/c05aeed05a57db0a9a49328deeaf2ddcd16e1c4c7ed
1416,司法案例,谢秋红与虎林市极飞农业机械植保无人机买卖合同纠纷一审民事裁定书,,FBMCLI.C.118797737,,民事裁定书,谢秋红与虎林市极飞农业机械植保无人机买卖合同纠纷,司法案例,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc413d81b247b039fa66869ab4f764
1417,司法案例,谢秋红诉虎林市极飞农业植保无人机买卖合同纠纷一审民事裁定书,,FBMCLI.C.312305196,,民事裁定书,谢秋红诉虎林市极飞农业植保无人机买卖合同纠纷,司法案例,https://www.pkulaw.com/pfnl/c05aeed05a57db0a67641387a8730e87ef36ab56d51
1418,司法案例,谭绍年、深圳智航无人机有限公司劳动争议执行实施类执行裁定书,,FBMCLI.C.72886019,,执行裁定书,谭绍年、深圳智航无人机有限公司劳动争议执行实施类,司法案例,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc49010f2b9dd4d5d5f99232688a61
1419,司法案例,谭绍年、深圳智航无人机有限公司劳动合同纠纷二审民事判决书,,FBMCLI.C.69875962,,民事判决书,谭绍年、深圳智航无人机有限公司劳动合同纠纷,司法案例,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc46ee8609e118c95bfa002aa4dbd6
1420,司法案例,谭绍年与深圳智航无人机有限公司劳动争议一审民事判决书,,FBMCLI.C.69172360,,民事判决书,谭绍年与深圳智航无人机有限公司劳动争议,司法案例,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc4dc045471f5eb4e8cd9a38112cf49
1421,司法案例,贵州航空职业技术学院与贵州博伟无人机科技有限公司合同纠纷一审民事裁定书,,FBMCLI.C.117105746,,民事裁定书,贵州航空职业技术学院与贵州博伟无人机科技有限公司合同纠纷,司法案例,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc4d605a6b0374d3ce69f67a5874ea
1422,司法案例,贺州市无人机航拍协会、北流市碧桂园房地产开发有限公司著作权权属纠纷民事一审民事裁定书,,FBMCLI.C.504365633,,民事裁定书,贺州市无人机航拍协会、北流市碧桂园房地产开发有限公司著作权权属纠纷民事,司法案例,https://www.pkulaw.com/pfnl/08df102e7c10f206d82f84977ad4939eb5e8f3d9a091
1423,司法案例,贾倩倩、北航富羽无人机（深圳）有限公司劳动争议民事一审民事裁定书,,FBMCLI.C.405085210,,民事裁定书,贾倩倩、北航富羽无人机（深圳）有限公司劳动争议民事,司法案例,https://www.pkulaw.com/pfnl/95b2ca8d4055fce1540bf6008de69d0f6a9679d2b52
1424,司法案例,赣州智航无人机有限公司、匡颖申请撤销仲裁裁决特别程序民事裁定书,,FBMCLI.C.108035044,,民事裁定书,赣州智航无人机有限公司、匡颖申请撤销仲裁裁决特别程序,司法案例,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc41a709961415465424cb5d55c68
1425,司法案例,赵某与富平县韦加无人机有限公司劳动合同纠纷一案,,FBMCLI.C.109072876,,,赵某与富平县韦加无人机有限公司劳动合同纠纷一案,司法案例,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc43591a0604e9fd88cfbae2113f8aa
1426,司法案例,赵烽、滁州鸿飞无人机科技有限公司等承揽合同纠纷民事一审民事判决书,,FBMCLI.C.502493248,,民事判决书,赵烽、滁州鸿飞无人机科技有限公司等承揽合同纠纷民事,司法案例,https://www.pkulaw.com/pfnl/08df102e7c10f2061a3bbc14282970158685601b3b1
1427,司法案例,辽宁华翼无人机科技有限公司申请盘锦市兴隆台区农村经济局服务合同纠纷一案,,FBMCLI.C.64996909,,,辽宁华翼无人机科技有限公司申请盘锦市兴隆台区农村经济局服务合同纠纷一案,司法案例,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc45d3528c0b03cae87a58d9d5379
1428,司法案例,辽宁壮龙无人机科技有限公司买卖合同纠纷首次执行执行通知书,,FBMCLI.C.404579610,,通知书,辽宁壮龙无人机科技有限公司买卖合同纠纷首次执行执行,司法案例,https://www.pkulaw.com/pfnl/95b2ca8d4055fce12ef037dbdbaf0eea19ee55fd70a1
