序号,来源,类型,效力层级,标题,发布机关,文号,发布日期,施行日期,时效性/现行版本,适用范围,是否已入库,文件路径,来源URL,备注
874,pkulaw,法规,地方工作文件,杭州市人民政府关于加强重要活动期间无人驾驶航空器临时管控工作的通告,杭州市人民政府,,2026-01-11,2026-01-11,现行有效,,否,pkulaw\raw_pdf\低空经济\无人驾驶航空器\杭州市人民政府关于加强重要活动期间无人驾驶航空器临时管控工作的通告(FBMCLI.14.9608236).pdf,https://www.pkulaw.com/lar/a058258dc98d6564219b234850ce909fbdfb.html,引证码FBMCLI.14.9608236｜未知位阶/无条文:地方工作文件
875,pkulaw,法规,地方工作文件,横琴粤澳深度合作区公安局关于加强横琴粤澳深度合作区民用无人驾驶航空器登记备案和安全管理的通告,横琴粤澳深度合作区公安局,,2026-02-27,2026-02-27,现行有效,,否,pkulaw\raw_pdf\低空经济\无人驾驶航空器\横琴粤澳深度合作区公安局关于加强横琴粤澳深度合作区民用无人驾驶航空器登记备案和安全管理的通告(FBMCLI.14.9678144).pdf,https://www.pkulaw.com/lar/98009528bc5f49a787728174f84549febdfb.html,引证码FBMCLI.14.9678144｜未知位阶/无条文:地方工作文件
876,pkulaw,法规,部门工作文件,正常类多旋翼无人驾驶航空器系统(不载人)适航标准,中国民用航空局,,2026-04-03,2026-04-03,现行有效,,否,pkulaw\raw_pdf\低空经济\无人驾驶航空器\正常类多旋翼无人驾驶航空器系统(不载人)适航标准(FBMCLI.4.5342193).pdf,https://www.pkulaw.com/chl/de7d95322ad3e8b1bdfb.html,引证码FBMCLI.4.5342193｜有附件｜部门工作文件(通知/名单)
877,pkulaw,法规,部门规范性文件,民用微轻小型无人驾驶航空器系统运行识别概念(暂行),中国民用航空局,,2022-03-11,2022-03-11,现行有效,,否,pkulaw\raw_pdf\低空经济\无人驾驶航空器\民用微轻小型无人驾驶航空器系统运行识别概念(暂行)(FBMCLI.4.5115099).pdf,https://www.pkulaw.com/chl/7849fdc63b2488b9bdfb.html,引证码FBMCLI.4.5115099｜有附件｜规范性文件但非结构化(通知/公告)
878,pkulaw,法规,部门规范性文件,民用微轻小型无人驾驶航空器运行识别最低性能要求(试行),中国民用航空局,民航规〔2024〕9号,2024-01-16,2024-01-16,现行有效,,否,pkulaw\raw_pdf\低空经济\无人驾驶航空器\民用微轻小型无人驾驶航空器运行识别最低性能要求(试行)(FBMCLI.4.5303404).pdf,https://www.pkulaw.com/chl/e32adf7cc7822113bdfb.html,引证码FBMCLI.4.5303404｜有附件｜规范性文件但非结构化(通知/公告)
879,pkulaw,法规,部门规范性文件,民用无人驾驶航空器分布式操作试运行等级管理规程(暂行),中国民用航空局,,,2022,现行有效,,否,pkulaw\raw_pdf\低空经济\无人驾驶航空器\民用无人驾驶航空器分布式操作试运行等级管理规程(暂行)(FBMCLI.4.5304831).pdf,https://www.pkulaw.com/chl/dfc5cce8b896448ebdfb.html,引证码FBMCLI.4.5304831｜规范性文件但非结构化(通知/公告)
880,pkulaw,法规,部门工作文件,民用无人驾驶航空器固定设施设备巡检标准场景,中国民用航空局,,2024-04-16,2024-04-16,现行有效,,否,pkulaw\raw_pdf\低空经济\无人驾驶航空器\民用无人驾驶航空器固定设施设备巡检标准场景(FBMCLI.4.5305625).pdf,https://www.pkulaw.com/chl/cd5a1f49ad4bb63fbdfb.html,引证码FBMCLI.4.5305625｜有附件｜部门工作文件(通知/名单)
881,pkulaw,法规,部门工作文件,民用无人驾驶航空器实名登记数据交换接口规范,中国民用航空局,,2023-03-08,2023-04-01,现行有效,,否,pkulaw\raw_pdf\低空经济\无人驾驶航空器\民用无人驾驶航空器实名登记数据交换接口规范(FBMCLI.4.5304437).pdf,https://www.pkulaw.com/chl/cb937d4f0787ea17bdfb.html,引证码FBMCLI.4.5304437｜部门工作文件(通知/名单)
882,pkulaw,法规,部门工作文件,民用无人驾驶航空器空域信息数字化技术要求第1部分：编码及使用,中国民用航空局,,2026-01-11,2026-02-01,现行有效,,否,pkulaw\raw_pdf\低空经济\无人驾驶航空器\民用无人驾驶航空器空域信息数字化技术要求第1部分：编码及使用(FBMCLI.4.5334529).pdf,https://www.pkulaw.com/chl/082d86aec4d7262dbdfb.html,引证码FBMCLI.4.5334529｜有附件｜部门工作文件(通知/名单)
883,pkulaw,法规,部门工作文件,民用无人驾驶航空器系统分布式操控员能力要求与评估,中国民用航空局,,2026-04-24,2026-05-01,现行有效,,否,pkulaw\raw_pdf\低空经济\无人驾驶航空器\民用无人驾驶航空器系统分布式操控员能力要求与评估(FBMCLI.4.5344058).pdf,https://www.pkulaw.com/chl/da9c3edf2a5cd9dabdfb.html,引证码FBMCLI.4.5344058｜有附件｜部门工作文件(通知/名单)
884,pkulaw,法规,部门工作文件,民用无人驾驶航空器系统物流运行通用要求第1部分：海岛场景,中国民用航空局,,2023-10-30,2023-11-01,现行有效,,否,pkulaw\raw_pdf\低空经济\无人驾驶航空器\民用无人驾驶航空器系统物流运行通用要求第1部分：海岛场景(FBMCLI.4.5305005).pdf,https://www.pkulaw.com/chl/1778a018cb598eb1bdfb.html,引证码FBMCLI.4.5305005｜部门工作文件(通知/名单)
885,pkulaw,法规,部门工作文件,民用无人驾驶航空器系统适航安全评定指南,中国民用航空局,民航适函〔2024〕5号,2024-02-05,2024-02-05,现行有效,,否,pkulaw\raw_pdf\低空经济\无人驾驶航空器\民用无人驾驶航空器系统适航安全评定指南(FBMCLI.4.5304826).pdf,https://www.pkulaw.com/chl/fad343f24478305cbdfb.html,引证码FBMCLI.4.5304826｜部门工作文件(通知/名单)
886,pkulaw,法规,部门工作文件,民用无人驾驶航空器系统适航审定分级分类和系统安全性分析指南,中国民用航空局,民航适发〔2022〕18号,2022-12-21,2022-12-21,现行有效,,否,pkulaw\raw_pdf\低空经济\无人驾驶航空器\民用无人驾驶航空器系统适航审定分级分类和系统安全性分析指南(FBMCLI.4.5304059).pdf,https://www.pkulaw.com/chl/beb5314cb1e4699fbdfb.html,引证码FBMCLI.4.5304059｜部门工作文件(通知/名单)
887,pkulaw,法规,部门工作文件,民用无人驾驶航空器系统适航审定管理程序,中国民用航空局,民航规〔2022〕64号,2022-12-19,2022-12-19,现行有效,,否,pkulaw\raw_pdf\低空经济\无人驾驶航空器\民用无人驾驶航空器系统适航审定管理程序(FBMCLI.4.5304759).pdf,https://www.pkulaw.com/chl/09e71c785caed184bdfb.html,引证码FBMCLI.4.5304759｜部门工作文件(通知/名单)
888,pkulaw,法规,部门工作文件,民用无人驾驶航空器航行服务系统数据安全技术要求,中国民用航空局,,2026-01-11,2026-02-01,现行有效,,否,pkulaw\raw_pdf\低空经济\无人驾驶航空器\民用无人驾驶航空器航行服务系统数据安全技术要求(FBMCLI.4.5334530).pdf,https://www.pkulaw.com/chl/5c4a541e9b00dbffbdfb.html,引证码FBMCLI.4.5334530｜有附件｜部门工作文件(通知/名单)
889,pkulaw,法规,部门规范性文件,民用航空器国籍登记和民用无人驾驶航空器实名登记管理程序,中国民用航空局,民航规〔2026〕16号,2026-06-25,2026-06-25,现行有效,,否,pkulaw\raw_pdf\低空经济\无人驾驶航空器\民用航空器国籍登记和民用无人驾驶航空器实名登记管理程序(FBMCLI.4.5347093).pdf,https://www.pkulaw.com/chl/ed1cd62e4fe672e8bdfb.html,引证码FBMCLI.4.5347093｜有附件｜规范性文件但非结构化(通知/公告)
890,pkulaw,法规,部门工作文件,民用轻小型无人驾驶航空器物流配送试运行审定指南,中国民用航空局,,2022-08-29,2022-08-29,现行有效,,否,pkulaw\raw_pdf\低空经济\无人驾驶航空器\民用轻小型无人驾驶航空器物流配送试运行审定指南(FBMCLI.4.5304191).pdf,https://www.pkulaw.com/chl/5da2a3e2cf1a6e3dbdfb.html,引证码FBMCLI.4.5304191｜部门工作文件(通知/名单)
891,pkulaw,法规,部门规范性文件,民航局关于印发《民用无人驾驶航空器国籍登记管理程序》的通知,中国民用航空局,民航规〔2023〕3号,2023-01-20,2023-01-20,废止或失效,,否,pkulaw\raw_pdf\低空经济\无人驾驶航空器\民航局关于印发《民用无人驾驶航空器国籍登记管理程序》的通知(FBMCLI.4.5304901).pdf,https://www.pkulaw.com/chl/a1686a5a21de4a91bdfb.html,引证码FBMCLI.4.5304901｜规范性文件但非结构化(通知/公告)
892,pkulaw,法规,部门工作文件,民航局关于发布民用航空行业标准《民用无人驾驶航空器实名登记数据交换接口规范》的公告,中国民用航空局,,2023-03-08,2023-04-01,现行有效,,否,pkulaw\raw_pdf\低空经济\无人驾驶航空器\民航局关于发布民用航空行业标准《民用无人驾驶航空器实名登记数据交换接口规范》的公告(FBMCLI.4.5305166).pdf,https://www.pkulaw.com/chl/53ef3224dabad124bdfb.html,引证码FBMCLI.4.5305166｜有附件｜部门工作文件(通知/名单)
893,pkulaw,法规,地方工作文件,江苏省农业农村厅、江苏省财政厅关于印发《江苏省农用无人驾驶航空器购置补贴实施方案》的通知,江苏省农业农村厅 江苏省财政厅,苏农机〔2025〕1号,2025-02-21,2025-02-21,现行有效,,否,pkulaw\raw_pdf\低空经济\无人驾驶航空器\江苏省农业农村厅、江苏省财政厅关于印发《江苏省农用无人驾驶航空器购置补贴实施方案》的通知(FBMCLI.14.8621329).pdf,https://www.pkulaw.com/lar/5ffd7bb3f0f8d9bd02e8b8f9719dbe34bdfb.html,引证码FBMCLI.14.8621329｜有附件｜未知位阶/无条文:地方工作文件
894,pkulaw,法规,地方工作文件,江苏省农业农村厅、江苏省财政厅关于继续实施引导植保无人驾驶航空器规范应用试点工作的通知,江苏省农业农村厅 江苏省财政厅,苏农机〔2021〕28号,2021-12-29,2021-12-29,现行有效,,否,pkulaw\raw_pdf\低空经济\无人驾驶航空器\江苏省农业农村厅、江苏省财政厅关于继续实施引导植保无人驾驶航空器规范应用试点工作的通知(FBMCLI.14.7098298).pdf,https://www.pkulaw.com/lar/4092f638ebf278e9ab7c306d6111c6abbdfb.html,引证码FBMCLI.14.7098298｜有附件｜未知位阶/无条文:地方工作文件
895,pkulaw,法规,地方工作文件,河北省交通运输厅关于公布优化后微型、轻型、小型无人驾驶航空器适飞空域范围的通告,河北省交通运输厅,,2026-06-16,2026-06-16,现行有效,,否,pkulaw\raw_pdf\低空经济\无人驾驶航空器\河北省交通运输厅关于公布优化后微型、轻型、小型无人驾驶航空器适飞空域范围的通告(FBMCLI.14.10040061).pdf,https://www.pkulaw.com/lar/82d562eb9d8d52893cc7ae92fd6a6961bdfb.html,引证码FBMCLI.14.10040061｜有附件｜未知位阶/无条文:地方工作文件
896,pkulaw,法规,地方工作文件,河南省发展和改革委员会关于公布微型、轻型、小型无人驾驶航空器适飞空域范围的通告,河南省发展和改革委员会,,2026-05-15,2026-05-15,现行有效,,否,pkulaw\raw_pdf\低空经济\无人驾驶航空器\河南省发展和改革委员会关于公布微型、轻型、小型无人驾驶航空器适飞空域范围的通告(FBMCLI.14.9959524).pdf,https://www.pkulaw.com/lar/1c8dc0b3c6cdeaa5b3161c9a40b3dfdebdfb.html,引证码FBMCLI.14.9959524｜有附件｜未知位阶/无条文:地方工作文件
897,pkulaw,法规,地方工作文件,洛阳市人民政府关于临时增加无人驾驶航空器管制空域的通告(2025),洛阳市人民政府,洛政通〔2025〕11号,2025-01-26,2025-01-26,现行有效,,否,pkulaw\raw_pdf\低空经济\无人驾驶航空器\洛阳市人民政府关于临时增加无人驾驶航空器管制空域的通告(2025)(FBMCLI.14.8475218).pdf,https://www.pkulaw.com/lar/e940b7cf6dc7376b0ca96e88a2f730c7bdfb.html,引证码FBMCLI.14.8475218｜未知位阶/无条文:地方工作文件
898,pkulaw,法规,地方工作文件,洛阳市人民政府关于临时增加无人驾驶航空器管制空域的通告,洛阳市人民政府,洛政通〔2026〕6号,2026-06-08,2026-06-08,现行有效,,否,pkulaw\raw_pdf\低空经济\无人驾驶航空器\洛阳市人民政府关于临时增加无人驾驶航空器管制空域的通告(FBMCLI.14.10025769).pdf,https://www.pkulaw.com/lar/dfea5c817d8ea8c56eaafeae11c7240abdfb.html,引证码FBMCLI.14.10025769｜未知位阶/无条文:地方工作文件
899,pkulaw,法规,地方工作文件,洛阳市人民政府关于临时增加无人驾驶航空器管制空域的通告,洛阳市人民政府,洛政通〔2024〕17号,2024-02-07,2024-02-07,现行有效,,否,pkulaw\raw_pdf\低空经济\无人驾驶航空器\洛阳市人民政府关于临时增加无人驾驶航空器管制空域的通告(FBMCLI.14.7373648).pdf,https://www.pkulaw.com/lar/99fd5e2584526d4307bfe70190883009bdfb.html,引证码FBMCLI.14.7373648｜未知位阶/无条文:地方工作文件
900,pkulaw,法规,地方工作文件,洛阳市人民政府关于临时增加无人驾驶航空器管制空域的通告,洛阳市人民政府,洛政通〔2025〕15号,2025-07-23,2025-07-23,现行有效,,否,pkulaw\raw_pdf\低空经济\无人驾驶航空器\洛阳市人民政府关于临时增加无人驾驶航空器管制空域的通告(FBMCLI.14.8969936).pdf,https://www.pkulaw.com/lar/8a6def5522495a588a25d82cd7299308bdfb.html,引证码FBMCLI.14.8969936｜未知位阶/无条文:地方工作文件
901,pkulaw,法规,地方工作文件,洛阳市人民政府关于临时增加无人驾驶航空器管制空域的通告,洛阳市人民政府,洛政通〔2025〕16号,2025-09-11,2025-09-11,现行有效,,否,pkulaw\raw_pdf\低空经济\无人驾驶航空器\洛阳市人民政府关于临时增加无人驾驶航空器管制空域的通告(FBMCLI.14.9174953).pdf,https://www.pkulaw.com/lar/f3014fb5e5751a155ac4fc0a9980330bbdfb.html,引证码FBMCLI.14.9174953｜未知位阶/无条文:地方工作文件
902,pkulaw,法规,地方工作文件,洛阳市人民政府关于临时增加无人驾驶航空器管制空域的通告,洛阳市人民政府,洛政通〔2025〕17号,2025-10-15,2025-10-15,现行有效,,否,pkulaw\raw_pdf\低空经济\无人驾驶航空器\洛阳市人民政府关于临时增加无人驾驶航空器管制空域的通告(FBMCLI.14.9284032).pdf,https://www.pkulaw.com/lar/962826eef9d476b59ce15ccff7cacaa9bdfb.html,引证码FBMCLI.14.9284032｜未知位阶/无条文:地方工作文件
903,pkulaw,法规,地方工作文件,洛阳市人民政府关于临时增加无人驾驶航空器管制空域的通告,洛阳市人民政府,洛政通〔2025〕20号,2025-12-30,2025-12-30,现行有效,,否,pkulaw\raw_pdf\低空经济\无人驾驶航空器\洛阳市人民政府关于临时增加无人驾驶航空器管制空域的通告(FBMCLI.14.9595605).pdf,https://www.pkulaw.com/lar/fe5311ec91c04686b6d14c4ed0b895d9bdfb.html,引证码FBMCLI.14.9595605｜未知位阶/无条文:地方工作文件
904,pkulaw,法规,地方工作文件,洛阳市人民政府关于临时增加无人驾驶航空器管制空域的通告,洛阳市人民政府,洛政通〔2026〕5号,2026-05-26,2026-05-26,现行有效,,否,pkulaw\raw_pdf\低空经济\无人驾驶航空器\洛阳市人民政府关于临时增加无人驾驶航空器管制空域的通告(FBMCLI.14.9974848).pdf,https://www.pkulaw.com/lar/8a42b4fa743f60d32ddb9e86ac380ebabdfb.html,引证码FBMCLI.14.9974848｜未知位阶/无条文:地方工作文件
905,pkulaw,法规,地方工作文件,洛阳市人民政府关于临时增加无人驾驶航空器管制空域的通告(洛政通〔2024〕31号),洛阳市人民政府,洛政通〔2024〕31号,2024-04-19,2024-04-19,现行有效,,否,pkulaw\raw_pdf\低空经济\无人驾驶航空器\洛阳市人民政府关于临时增加无人驾驶航空器管制空域的通告(洛政通〔2024〕31号)(FBMCLI.14.7459003).pdf,https://www.pkulaw.com/lar/4cad67414ef87ca72a433d04bd01111abdfb.html,引证码FBMCLI.14.7459003｜未知位阶/无条文:地方工作文件
