序号,来源,类型,效力层级,标题,发布机关,文号,发布日期,施行日期,时效性/现行版本,适用范围,是否已入库,文件路径,来源URL,备注
600,pkulaw,案例,司法案例,衡水张丽物业服务有限公司与衡水钛灵盾无人机技术有限公司服务合同纠纷一审民事裁定书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\衡水张丽物业服务有限公司与衡水钛灵盾无人机技术有限公司服务合同纠纷一审民事裁定书(FBMCLI.C.119900200).pdf,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc46ebc48cbb6b579041c23b9c27d0,引证码FBMCLI.C.119900200｜司法案例(单独管线)
601,pkulaw,案例,司法案例,衡水惠企融资担保有限公司与衡水钛灵盾无人机技术有限公司、上海钛灵盾无人机技术有限公司民间借贷纠纷一审民事判决书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\衡水惠企融资担保有限公司与衡水钛灵盾无人机技术有限公司、上海钛灵盾无人机技术有限公司民间借贷纠纷一审民事判决书(FBMCLI.C.314795364).pdf,https://www.pkulaw.com/pfnl/c05aeed05a57db0a2c918027a48c3e4f03a77d185c2,引证码FBMCLI.C.314795364｜司法案例(单独管线)
602,pkulaw,案例,司法案例,衡水钛灵盾无人机技术有限公司、上海钛灵盾无人机技术有限公司民间借贷纠纷二审民事裁定书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\衡水钛灵盾无人机技术有限公司、上海钛灵盾无人机技术有限公司民间借贷纠纷二审民事裁定书(FBMCLI.C.314786722).pdf,https://www.pkulaw.com/pfnl/c05aeed05a57db0a37886ddaa1ee5b7c69170ae2fdf,引证码FBMCLI.C.314786722｜司法案例(单独管线)
603,pkulaw,案例,司法案例,袁早丰、北航富羽无人机（深圳）有限公司劳动争议民事一审民事判决书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\袁早丰、北航富羽无人机（深圳）有限公司劳动争议民事一审民事判决书(FBMCLI.C.404277112).pdf,https://www.pkulaw.com/pfnl/95b2ca8d4055fce184900184cff587b4ddfa341916e0,引证码FBMCLI.C.404277112｜司法案例(单独管线)
604,pkulaw,案例,司法案例,西南无人机科技有限公司、泸州市江阳区佳誉机械厂承揽合同纠纷首次执行执行通知书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\西南无人机科技有限公司、泸州市江阳区佳誉机械厂承揽合同纠纷首次执行执行通知书(FBMCLI.C.417728617).pdf,https://www.pkulaw.com/pfnl/95b2ca8d4055fce12018873578287d4fa64872f23c75,引证码FBMCLI.C.417728617｜司法案例(单独管线)
605,pkulaw,案例,司法案例,西安天鸽无人机技术服务有限公司;中图智维数字科技(陕西)有限公司服务合同纠纷一审民事裁定书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\西安天鸽无人机技术服务有限公司;中图智维数字科技(陕西)有限公司服务合同纠纷一审民事裁定书(FBMCLI.C.578227261).pdf,https://www.pkulaw.com/pfnl/c7ed112b8012f816b4a9eac3c252468efa712c09e6a,引证码FBMCLI.C.578227261｜司法案例(单独管线)
606,pkulaw,案例,司法案例,西安天鸽无人机技术服务有限公司与河南爬山虎科技有限公司、朱配富服务合同纠纷一审民事调解书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\西安天鸽无人机技术服务有限公司与河南爬山虎科技有限公司、朱配富服务合同纠纷一审民事调解书(FBMCLI.C.552781713).pdf,https://www.pkulaw.com/pfnl/08df102e7c10f2063701c4b8d13462d166ee5cb23a4,引证码FBMCLI.C.552781713｜司法案例(单独管线)
607,pkulaw,案例,司法案例,西安方荣石化科技有限公司、陕西大秦无人机技术应用有限公司申请诉前财产保全非诉财产保全审查民事裁定书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\西安方荣石化科技有限公司、陕西大秦无人机技术应用有限公司申请诉前财产保全非诉财产保全审查民事裁定书(FBMCLI.C.502048469).pdf,https://www.pkulaw.com/pfnl/08df102e7c10f20691ee5301a85ed5f02d2edfc50bf5,引证码FBMCLI.C.502048469｜司法案例(单独管线)
608,pkulaw,案例,司法案例,西安某无人机技术服务有限公司;西安某科技有限公司合同纠纷一审民事裁定书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\西安某无人机技术服务有限公司;西安某科技有限公司合同纠纷一审民事裁定书(FBMCLI.C.576405347).pdf,https://www.pkulaw.com/pfnl/c7ed112b8012f8168f33faa9fca27892a6e360d3127b,引证码FBMCLI.C.576405347｜司法案例(单独管线)
609,pkulaw,案例,司法案例,西安爱生无人机技术有限公司、济南嘉禾瑞丰科技开发有限公司买卖合同纠纷民事一审民事裁定书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\西安爱生无人机技术有限公司、济南嘉禾瑞丰科技开发有限公司买卖合同纠纷民事一审民事裁定书(FBMCLI.C.405715113).pdf,https://www.pkulaw.com/pfnl/95b2ca8d4055fce1530c6844c8db1d53688c6d09146,引证码FBMCLI.C.405715113｜司法案例(单独管线)
610,pkulaw,案例,司法案例,西安爱生无人机技术有限公司与国家知识产权局其他一审行政判决书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\西安爱生无人机技术有限公司与国家知识产权局其他一审行政判决书(FBMCLI.C.96688177).pdf,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc44a96f60ce31df7205e0409e83ca,引证码FBMCLI.C.96688177｜司法案例(单独管线)
611,pkulaw,案例,司法案例,许小东、成都睿翼无人机科技有限公司租赁合同纠纷再审审查与审判监督民事裁定书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\许小东、成都睿翼无人机科技有限公司租赁合同纠纷再审审查与审判监督民事裁定书(FBMCLI.C.105310655).pdf,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc487d0f49a0aeb0308cc554b432d3,引证码FBMCLI.C.105310655｜司法案例(单独管线)
612,pkulaw,案例,司法案例,许小东、成都睿翼无人机科技有限公司租赁合同纠纷再审民事判决书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\许小东、成都睿翼无人机科技有限公司租赁合同纠纷再审民事判决书(FBMCLI.C.309671770).pdf,https://www.pkulaw.com/pfnl/c05aeed05a57db0a9a49328deeaf2ddcd16e1c4c7ed,引证码FBMCLI.C.309671770｜司法案例(单独管线)
613,pkulaw,案例,司法案例,谢秋红与虎林市极飞农业机械植保无人机买卖合同纠纷一审民事裁定书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\谢秋红与虎林市极飞农业机械植保无人机买卖合同纠纷一审民事裁定书(FBMCLI.C.118797737).pdf,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc413d81b247b039fa66869ab4f764,引证码FBMCLI.C.118797737｜司法案例(单独管线)
614,pkulaw,案例,司法案例,谢秋红诉虎林市极飞农业植保无人机买卖合同纠纷一审民事裁定书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\谢秋红诉虎林市极飞农业植保无人机买卖合同纠纷一审民事裁定书(FBMCLI.C.312305196).pdf,https://www.pkulaw.com/pfnl/c05aeed05a57db0a67641387a8730e87ef36ab56d51,引证码FBMCLI.C.312305196｜司法案例(单独管线)
615,pkulaw,案例,司法案例,谭绍年、深圳智航无人机有限公司劳动争议执行实施类执行裁定书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\谭绍年、深圳智航无人机有限公司劳动争议执行实施类执行裁定书(FBMCLI.C.72886019).pdf,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc49010f2b9dd4d5d5f99232688a61,引证码FBMCLI.C.72886019｜司法案例(单独管线)
616,pkulaw,案例,司法案例,谭绍年、深圳智航无人机有限公司劳动合同纠纷二审民事判决书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\谭绍年、深圳智航无人机有限公司劳动合同纠纷二审民事判决书(FBMCLI.C.69875962).pdf,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc46ee8609e118c95bfa002aa4dbd6,引证码FBMCLI.C.69875962｜司法案例(单独管线)
617,pkulaw,案例,司法案例,谭绍年与深圳智航无人机有限公司劳动争议一审民事判决书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\谭绍年与深圳智航无人机有限公司劳动争议一审民事判决书(FBMCLI.C.69172360).pdf,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc4dc045471f5eb4e8cd9a38112cf49,引证码FBMCLI.C.69172360｜司法案例(单独管线)
618,pkulaw,案例,司法案例,贵州航空职业技术学院与贵州博伟无人机科技有限公司合同纠纷一审民事裁定书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\贵州航空职业技术学院与贵州博伟无人机科技有限公司合同纠纷一审民事裁定书(FBMCLI.C.117105746).pdf,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc4d605a6b0374d3ce69f67a5874ea,引证码FBMCLI.C.117105746｜司法案例(单独管线)
619,pkulaw,案例,司法案例,贺州市无人机航拍协会、北流市碧桂园房地产开发有限公司著作权权属纠纷民事一审民事裁定书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\贺州市无人机航拍协会、北流市碧桂园房地产开发有限公司著作权权属纠纷民事一审民事裁定书(FBMCLI.C.504365633).pdf,https://www.pkulaw.com/pfnl/08df102e7c10f206d82f84977ad4939eb5e8f3d9a091,引证码FBMCLI.C.504365633｜司法案例(单独管线)
620,pkulaw,案例,司法案例,贾倩倩、北航富羽无人机（深圳）有限公司劳动争议民事一审民事裁定书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\贾倩倩、北航富羽无人机（深圳）有限公司劳动争议民事一审民事裁定书(FBMCLI.C.405085210).pdf,https://www.pkulaw.com/pfnl/95b2ca8d4055fce1540bf6008de69d0f6a9679d2b52,引证码FBMCLI.C.405085210｜司法案例(单独管线)
621,pkulaw,案例,司法案例,赣州智航无人机有限公司、匡颖申请撤销仲裁裁决特别程序民事裁定书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\赣州智航无人机有限公司、匡颖申请撤销仲裁裁决特别程序民事裁定书(FBMCLI.C.108035044).pdf,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc41a709961415465424cb5d55c68,引证码FBMCLI.C.108035044｜司法案例(单独管线)
622,pkulaw,案例,司法案例,赵某与富平县韦加无人机有限公司劳动合同纠纷一案,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\赵某与富平县韦加无人机有限公司劳动合同纠纷一案(FBMCLI.C.109072876).pdf,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc43591a0604e9fd88cfbae2113f8aa,引证码FBMCLI.C.109072876｜司法案例(单独管线)
623,pkulaw,案例,司法案例,赵烽、滁州鸿飞无人机科技有限公司等承揽合同纠纷民事一审民事判决书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\赵烽、滁州鸿飞无人机科技有限公司等承揽合同纠纷民事一审民事判决书(FBMCLI.C.502493248).pdf,https://www.pkulaw.com/pfnl/08df102e7c10f2061a3bbc14282970158685601b3b1,引证码FBMCLI.C.502493248｜司法案例(单独管线)
624,pkulaw,案例,司法案例,辽宁华翼无人机科技有限公司申请盘锦市兴隆台区农村经济局服务合同纠纷一案,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\辽宁华翼无人机科技有限公司申请盘锦市兴隆台区农村经济局服务合同纠纷一案(FBMCLI.C.64996909).pdf,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc45d3528c0b03cae87a58d9d5379,引证码FBMCLI.C.64996909｜司法案例(单独管线)
625,pkulaw,案例,司法案例,辽宁壮龙无人机科技有限公司买卖合同纠纷首次执行执行通知书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\辽宁壮龙无人机科技有限公司买卖合同纠纷首次执行执行通知书(FBMCLI.C.404579610).pdf,https://www.pkulaw.com/pfnl/95b2ca8d4055fce12ef037dbdbaf0eea19ee55fd70a1,引证码FBMCLI.C.404579610｜司法案例(单独管线)
626,pkulaw,案例,司法案例,辽宁壮龙无人机科技有限公司民事首次执行执行裁定书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\辽宁壮龙无人机科技有限公司民事首次执行执行裁定书(FBMCLI.C.418356428).pdf,https://www.pkulaw.com/pfnl/95b2ca8d4055fce103272a1ff59a21b1139f6c573577,引证码FBMCLI.C.418356428｜司法案例(单独管线)
627,pkulaw,案例,司法案例,辽宁泓锐智能科技工程有限公司与辽宁翼虹翔飞无人机科技有限公司买卖合同纠纷一审民事裁定书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\辽宁泓锐智能科技工程有限公司与辽宁翼虹翔飞无人机科技有限公司买卖合同纠纷一审民事裁定书(FBMCLI.C.503761246).pdf,https://www.pkulaw.com/pfnl/08df102e7c10f20612dee79cb6cfe6b11b81a2ef9b73,引证码FBMCLI.C.503761246｜司法案例(单独管线)
628,pkulaw,案例,司法案例,辽宁瑞翔通用航空有限公司、辽宁壮龙无人机科技有限公司服务合同纠纷民事一审民事裁定书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\辽宁瑞翔通用航空有限公司、辽宁壮龙无人机科技有限公司服务合同纠纷民事一审民事裁定书(FBMCLI.C.411173805).pdf,https://www.pkulaw.com/pfnl/95b2ca8d4055fce197f95ee984464a1bb3604d23c9e,引证码FBMCLI.C.411173805｜司法案例(单独管线)
629,pkulaw,案例,司法案例,辽宁鹏飞通用航空有限公司与辽宁壮龙无人机科技有限公司买卖合同纠纷,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\辽宁鹏飞通用航空有限公司与辽宁壮龙无人机科技有限公司买卖合同纠纷(FBMCLI.C.313332509).pdf,https://www.pkulaw.com/pfnl/c05aeed05a57db0a560fc35936285a9c401d9d9fb07,引证码FBMCLI.C.313332509｜司法案例(单独管线)
630,pkulaw,案例,司法案例,逊克北方建筑投资有限公司、逊克翱龙无人机科技有限公司借款合同纠纷首次执行执行裁定书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\逊克北方建筑投资有限公司、逊克翱龙无人机科技有限公司借款合同纠纷首次执行执行裁定书(FBMCLI.C.555516536).pdf,https://www.pkulaw.com/pfnl/08df102e7c10f2065e9787871ab5cabc99a6d1f8fb2e,引证码FBMCLI.C.555516536｜司法案例(单独管线)
631,pkulaw,案例,司法案例,逊克县杜家图文工作室、逊克翱龙无人机科技有限公司承揽合同纠纷首次执行执行裁定书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\逊克县杜家图文工作室、逊克翱龙无人机科技有限公司承揽合同纠纷首次执行执行裁定书(FBMCLI.C.553269720).pdf,https://www.pkulaw.com/pfnl/08df102e7c10f206ca2b5d525e2076db07896401577,引证码FBMCLI.C.553269720｜司法案例(单独管线)
632,pkulaw,案例,司法案例,逊克翱龙无人机科技有限公司、张亮亮劳务合同纠纷二审民事判决书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\逊克翱龙无人机科技有限公司、张亮亮劳务合同纠纷二审民事判决书(FBMCLI.C.304973715).pdf,https://www.pkulaw.com/pfnl/c05aeed05a57db0a2610b937b7bf1235a1b342ebadf,引证码FBMCLI.C.304973715｜司法案例(单独管线)
633,pkulaw,案例,司法案例,逊克翱龙无人机科技有限公司、杨兴武劳务合同纠纷二审民事判决书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\逊克翱龙无人机科技有限公司、杨兴武劳务合同纠纷二审民事判决书(FBMCLI.C.304973713).pdf,https://www.pkulaw.com/pfnl/c05aeed05a57db0a551d70e313375b7600116b4b6d,引证码FBMCLI.C.304973713｜司法案例(单独管线)
634,pkulaw,案例,司法案例,逊克翱龙无人机科技有限公司、梁伟劳务合同纠纷二审民事判决书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\逊克翱龙无人机科技有限公司、梁伟劳务合同纠纷二审民事判决书(FBMCLI.C.304973704).pdf,https://www.pkulaw.com/pfnl/c05aeed05a57db0a7ea733ec18d15009eeab69d318,引证码FBMCLI.C.304973704｜司法案例(单独管线)
635,pkulaw,案例,司法案例,邱会宁与汉来无人机学院（深圳）有限公司著作权权属、侵权纠纷一审民事裁定书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\邱会宁与汉来无人机学院（深圳）有限公司著作权权属、侵权纠纷一审民事裁定书(FBMCLI.C.409762008).pdf,https://www.pkulaw.com/pfnl/95b2ca8d4055fce1e100db45494757e99def90b5d30,引证码FBMCLI.C.409762008｜司法案例(单独管线)
636,pkulaw,案例,司法案例,邹俭利、山东东行无人机有限公司买卖合同纠纷执行实施类执行裁定书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\邹俭利、山东东行无人机有限公司买卖合同纠纷执行实施类执行裁定书(FBMCLI.C.99224557).pdf,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc439e1c02e96ab16c87f737468785,引证码FBMCLI.C.99224557｜司法案例(单独管线)
637,pkulaw,案例,司法案例,邹俭利与山东东行无人机有限公司合同纠纷一审民事判决书,,,,,,,否,pkulaw\raw_pdf\无人机司法案例pdf\无人机司法案例pdf\邹俭利与山东东行无人机有限公司合同纠纷一审民事判决书(FBMCLI.C.84461848).pdf,https://www.pkulaw.com/pfnl/a6bdb3332ec0adc4cf878bbcaf6e65c147af2a483c76,引证码FBMCLI.C.84461848｜司法案例(单独管线)
